fraction,n_train,rmse_train_mean,rmse_val_mean,rmse_val_std
0.05,404,0.07049533144803263,0.16718138080285116,0.023697573762189172
0.1,807,0.062192593232062963,0.14439679695561575,0.025538913488759193
0.2,1614,0.061632234377150194,0.15997332326475547,0.018210793437367034
0.35,2825,0.05375445495788356,0.12970567881520687,0.008366715797452856
0.5,4036,0.05088602170525738,0.12282628130234911,0.006962247332750257
0.7,5000,0.04901955473419638,0.11491109733951085,0.011379377503180334
1.0,5000,0.05149575398378679,0.11790703833468216,0.010948514923717652
